Montadoras,Modelos 
,Frontier LE CD 4x4 2.3 Bi-TB Diesel Aut.
,Frontier LE CD 4x4 2.5 TB dies.(Import.)
,Frontier LE CD 4x4 2.5 TB Diesel Aut.
,Frontier LE CD 4x4 2.5 TB Diesel Mec.
,Frontier PLATINUM CD 4x4 2.5 TB Diesel
,Frontier S CD 4x2 2.5 TB Diesel
,Frontier S CD 4x4 2.5 TB Diesel
,Frontier SE ATTACK CD 4x2 2.5 TB Diesel
,Frontier SE ATTACK CD 4x4 2.5 TB Diesel
,Frontier SE Serrana CD 4x4 2.8 TB Dies
,Frontier SE Vibe CD 2.8 TDI Dies.
,Frontier SE/ SE ONE CD 4x2 2.8 TDI Dies
,Frontier SE/SE Strik CD 4x2 2.5 TB Dies.
,Frontier SE/SE Strik CD 4x4 2.5 TB Dies.
,Frontier SE/SE Strik/ONE CD 4x4 2.8 Dies
,Frontier SEL CD 4x4 2.5 TB Diesel
,Frontier SEL CD 4x4 2.5 TB Diesel Aut.
,Frontier SL CD 4x4 2.5TB Diesel Aut
,Frontier SV AT. CD 4x4 2.5 TB Dies. Aut.
,Frontier SV AT.CD 4x4 2.5 TB Diesel Mec.
,Frontier SV ATTACK CD 4x2 2.5 TB Diesel
,Frontier XE CD 4x4 2.5 TB Diesel
,Frontier XE ATTACK CD 2.8 TDI Diesel
,Frontier XE CD 4x2 2.5 TB Diesel
,Frontier XE CS 4x2 2.8 TB Interc. Dies.
,Frontier XE/ XE TIT. CD 4x2 2.8 TDI Dies
,Frontier XE/ XE TIT. CD 4x4 2.8 TDI Dies
,GT-R 3.8 V6 BiTurbo Aut.
,Infinit 3.0
,KICKS Rio 2016 1.6 16V FlexStar 5p Aut.
,KICKS SL 1.6 16V FlexStar 5p Aut.
,KICKS SV Limited 1.6 16V Flex 5p Aut.
,King-Cab SE 4x4 3.0 V6
,LIVINA 1.6 16V Flex Fuel 5p
,LIVINA 1.8 16V Flex Fuel Aut.
,LIVINA GRAND 1.8 16V Flex Fuel Aut.
,LIVINA GRAND 1.8 16V Flex Fuel Mec.
,LIVINA GRAND S 1.8 16V Flex Fuel Aut.
,LIVINA GRAND S 1.8 16V Flex Fuel Mec.
,LIVINA GRAND SL 1.8 16V Flex Fuel Aut.
,LIVINA GRAND SL 1.8 16V Flex Fuel Mec
,LIVINA NIGHT&DAY 1.6 16V Flex Fuel Mec.
,LIVINA S 1.6 16V Flex Fuel Mec.
,LIVINA S 1.8 16V Flex Fuel Aut.
,LIVINA SL 1.6 16V Flex Fuel 5p
,LIVINA SL 1.8 16V Flex Fuel Aut.
,LIVINA X-GEAR 1.6 16V Flex Fuel Mec.
,LIVINA X-GEAR S 1.6 16V Flex Fuel
,LIVINA X-GEAR SL 1.6 16V Flex Fuel Mec.
,LIVINA X-GEAR SL/X-GEAR 1.8 Flex F. Aut.
,MARCH 1.0 12V Flex 5p
,MARCH 1.0 12V FlexStart 5p
,MARCH 1.0 16V Flex Fuel 5p
,MARCH Rio2016 1.0 Flex Fuel 5p
,MARCH Rio2016 1.6 Flex Fuel 5p
,MARCH S 1.0 12V Flex 5p
,MARCH S 1.0 16V Flex Fuel 5p
,MARCH S 1.6 16V Flex Fuel 5p
,MARCH S 1.6 16V FlexStart 5p
,MARCH SL 1.6 16V Flex Fuel 5p
,MARCH SL 1.6 16V FlexStart 5p Aut.
,MARCH SL 1.6 16V FlexStart 5p Mec.
,MARCH SR 1.6 16V Flex Fuel 5p
,MARCH SV 1.0 12V Flex 5p
,MARCH SV 1.0 16V Flex Fuel 5p
,MARCH SV 1.6 16V Flex Fuel
,MARCH SV 1.6 16V FlexStart 5p Aut.
,MARCH SV 1.6 16V FlexStart 5p Mec.
,Maxima 30G/ GLE 3.0 V6 24V
,Maxima 30GV Limited 3.0 V6 24V
,Maxima 30GV/30GV Aero/ GV 3.0 V6 24V
,Maxima 30J
,Maxima GXE 3.0
,Maxima SE 3.0 V6
,Micra 1.0
,MURANO SE 3.5 V6 24V 231cv Aut
,NX 2000
,NX 2000 Targa 2.0
,Pathfinder LE 2.5 16V TDI Diesel Aut
,Pathfinder LE 4.0 V6 24V 266cv Aut
,Pathfinder SE 2.5 16V TDI Diesel Aut.
,Pathfinder SE 3.3 V6 12V
,Pathfinder SE 4.0 V6 24V 266cv Aut.
,Pathfinder SE 4x4 3.0 12V Aut./Mec.
,Pathfinder SE Luxo 3.3 V6 12V
,Pathfinder SE Luxo 3.5 V6 24V 243cv
,Pathfinder SE Titanium 3.3 V6 12V
,Pathfinder XE 2.7 TB Diesel
,Pathfinder XE 4x4
,Pick-Up CD AX/ DX 4x4 Diesel
,Pick-Up CS DX 4x4 Diesel
,Pick-Up King Cab DX 2.7 4x2 Diesel
,Primera GXE 2.0 16V
,Quest GXE/ GLE/ SER
,Quest XE 3.0 V6
,Sentra 2.0/ 2.0 Flex Fuel 16V Aut.
,Sentra 2.0/ 2.0 Flex Fuel 16V Mec.
,Sentra GLE
,Sentra GSX/ EX
,Sentra GXE/ SER
,Sentra S 2.0 FlexStart 16V Aut.
,Sentra S 2.0/ 2.0 Flex Fuel 16V Aut.
,Sentra S 2.0/ 2.0 Flex Fuel 16V Mec.
,Sentra SE 2.0 Flex 16V Aut.
,Sentra SL 2.0 FlexStart 16V Aut.
,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.
,Sentra SR 2.0 Flex Fuel 16V Aut.
,Sentra SR 2.0 Flex Fuel 16V Mec.
,Sentra SV 2.0 FlexStart 16V Aut.
,Sentra UNIQUE 2.0 Flex Fuel 16V Aut.
,Stanza XE 2.4 12V
,SX 240 2.4
,Terrano II SE 2.7 Diesel
,Terrano II SLX 2.7 Diesel
,TIIDA S 1.8/1.8 Flex 16V Mec.
,TIIDA S 1.8/1.8 Flex 16V Aut.
,TIIDA Sedan 1.8 16V Flex Fuel 4p
,TIIDA Sedan 1.8 16V Flex Fuel 4p Aut.
,TIIDA SL 1.8/1.8 Flex 16V Mec.
,TIIDA SL 1.8/1.8 Flex 16V Aut.
,VERSA 1.0 12V FlexStart 4p Mec.
,VERSA S 1.0 12V FlexStart 4p Mec.
,VERSA S 1.6 16V Flex Fuel 4p Mec.
,VERSA S 1.6 16V FlexStart 4p Mec.
,VERSA SL 1.6 16V Flex Fuel 4p Mec.
,VERSA SL 1.6 16V FlexStart 4p Aut.
,VERSA SL 1.6 16V FlexStart 4p Mec.
,VERSA SV 1.6 16V Flex Fuel 4p Mec.
,VERSA SV 1.6 16V FlexStart 4p Aut.
,VERSA SV 1.6 16V FlexStart 4p Mec.
,VERSA UNIQUE 1.6 16V Flex 4p Mec.
,VERSA UNIQUE 1.6 16V FlexStart 4p Aut.
,X-TRAIL GX 2.5 16V 180cv 5p
,X-TRAIL LE 2.0 16V 138cv Aut.
,X-TRAIL SE 2.0 16V 138cv Aut.
,XTerra ECOTRIP 4x4 140cv 2.8 TB Int.Dies
,XTerra SE 4x4 2.8 132/140cv TB Int.Dies.
,XTerra XE 4x4 2.8 132cv TB Int. Diesel
,ZX 300 3.0 BI-Turbo
Peugeot,106 KID 1.0
,106 Passion 1.0 3p
,106 Passion 1.0 5p
,106 Quiksilver 1.0 3p
,106 Selection 1.0 3p
,106 Selection 1.0 5p
,106 Soleil 1.0 3p
,106 Soleil 1.0 5p
,106 XN 3p e 5p
,106 XT
,2008 Allure 1.6 Flex 16V 5p Aut.
,2008 Allure 1.6 Flex 16V 5p Mec.
,2008 Crossoway 1.6 Flex 16V 5p Aut.
,2008 Griffe 1.6 Flex 16V 5p Aut.
,2008 Griffe 1.6 Flex 16V 5p Mec.
,2008 Griffe 1.6 Turbo Flex 16V 5p Mec.
,205 CJ Cabriolet
,205 CTi Cabriolet 1.4
,205 GTi 1.4
,205 XSi/ Junior 1.4 3p
,206 Allure 1.6 Flex 16V 3p
,206 Allure 1.6 Flex 16V 5p
,206 Automatic (feline)1.6 Flex 16V 5p
,206 CC 1.6 16v 2p
,206 Feline 1.4/ 1.4 Flex 8V 5p
,206 Holiday 1.4 8V 75cv 3p
,206 Holiday 1.4 8V 75cv 5p
,206 Holiday 1.6 Flex 16V 3p
,206 Holiday 1.6 Flex 16V 5p
,206 Moonlight 1.4 Flex 8V 3p
,206 Moonlight 1.4 Flex 8V 5p
,206 Passion 1.6
,206 Passion 1.6 16v 110cv 5p
,206 Presence 1.4/ 1.4 Flex 8V 3p
,206 Presence 1.4/ 1.4 Flex 8V 5p
,206 Rallye 1.6
,206 Rallye 1.6/ 1.6 Flex 16v 110cv 3p
,206 Select./Presence 1.6/1.6 Flex 16V 5p
,206 Selection 1.6 16V 110cv 3p
,206 Selection/ Sensation 1.0 16v 3p
,206 Selection/ Sensation 1.0 16v 5p
,206 Sensation 1.4 Flex 8V 3p
,206 Sensation 1.4 Flex 8V 5p
,206 Soleil 1.0 16v 5p
,206 Soleil 1.6 16v 110cv 5p
,206 Soleil 1.6 3p
,206 Soleil 1.6 5p
,206 Soleil/ Quiksilver 1.0 16v 3p
,206 Soleil/ Quiksilver 1.6 16v 110cv 3p
,206 SW Automatic (feline)1.6 Flex 16V 5p
,206 SW ESCAPADE 1.6 16v Flex 5p
,206 SW Feline 1.6/ 1.6 Flex 16V 5p
,206 SW Moonlight 1.4 Flex 8V 5p
,206 SW Presence 1.4/ 1.4 Flex 8V 5p
,206 SW Presence 1.6/1.6 Flex 16V 5p
,206 Techno 1.0 16V 70cv 5p
,206 Techno/ Feline 1.6/ 1.6 Flex 16V 5p
,207 Active 1.4 Flex 8V 5p
,207 Blue Lion 1.4 Flex 8V 5p
,207 QUIKSILVER 1.4 Flex 8V 3p
,207 QUIKSILVER 1.4 Flex 8V 5p
,207 QUIKSILVER 1.6 Flex 16V 5p
,207 Sed. Passion XR Sport 1.4 Flex 8V 4p
,207 Sedan Active 1.4 Flex 8V 4p
,207 Sedan Allure 1.4 Flex 8v 4p
,207 Sedan Passion XR 1.4 Flex 8V 4p
,207 Sedan Passion XS 1.6 Flex 16V 4p
,207 Sedan Passion XS 1.6 Flex 16V 4p Aut
,207 SW ESCAPADE 1.6 16V Flex 5p
,207 SW XR 1.4 Flex 8V 5p
,207 SW XR Sport 1.4 Flex 8V 5p
,207 SW XS 1.6 Flex 16V 5p Aut.
,207 X-Line 1.4 Flex 8V 3p
,207 X-Line 1.4 Flex 8V 5p
,207 XR 1.4 Flex 8V 3p
,207 XR 1.4 Flex 8V 5p
,207 XR Sport 1.4 Flex 8V 3p
,207 XR Sport 1.4 Flex 8V 5p
,207 XS 1.6 Flex 16V 3p
,207 XS 1.6 Flex 16V 5p
,207 XS 1.6 Flex 16V 5p Aut.
,208 Active 1.2 Flex 12V 5p mec.
,208 Active Pack 1.2 flex 12V 5p Mec.
,208 Active Pack 1.6 Flex 16V 5p Aut.
,208 Active/Active Pack 1.5 Flex 8V 5p
,208 Allure 1.2 Flex 12V 5p Mec.
,208 Allure 1.5 Flex 8V 5p
,208 Allure 1.6 Flex 16V 5p Aut.
,208 Allure inconcert 1.5 Flex 8V 5p Mec.
,208 Allure inconcert 1.6 Flex 16V 5p Aut
,208 Griffe 1.6 Flex 16V 5p Aut.
,208 Griffe 1.6 Flex 16V 5p Mec.
,208 GT 1.6 THP Flex 16V 5p Mec.
,208 Premier 1.6 Flex 16V 5p
,208 Sport 1.6 Flex 16V 5p Mec.
,3008 Allure 1.6 Turbo 16V 5p Aut.
,3008 Griffe 1.6 Turbo 16V 5p Aut.
,3008 Roland Garros 1.6 Turbo 16V 5p
,306 Break Passion 1.8 16V
,306 Cabriolet 1.8/ Mi 16V
,306 Cabriolet 2.0
,306 GTi 2.0 16V
,306 Passion 1.8 16V
,306 Passion Sedan 1.8 16V
,306 Rallye 1.8 16V
,306 S16 2.0 3p
,306 Selection Hatch 1.8 16V
,306 Selection Sedan 1.8 16V
,306 Si/ SL 1.8
,306 Soleil 1.8 16V 4p
,306 Soleil 1.8 16V 2p
,306 Soleil Break 1.8 16V 5p
,306 Soleil Hatch 1.8 16V 5p
,306 SR
,306 XN 1.8
,306 XR 1.8 / XR Break 1.8 16V
,306 XS 1.6 3p/ ST 1.8i 4p
,306 XSi 2.0 3/5p
,307 CC 2.0 16V 138cv 2p Mec.
,307 CC 2.0 16V 2p Aut.
,307 Feline 2.0/ 2.0 Flex 16V 5p Mec
,307 Feline/Griff/Premi. 2.0 Flex 5p Aut
,307 MILLESIM200 1.6 Flex 16V 5p
,307 Passion 1.6 16V 110cv 5p
,307 Passion 2.0 16V 138cv 5p
,307 Presence 2.0 Flex 16V 5p Aut.
,307 Rallye 1.6 16V 110cv 5p
,307 Rallye 2.0 16V 138cv 5p
,307 Rallye 2.0 16V 138cv 5p Aut
,307 Sed. Feline 2.0/ 2.0 Flex 16V 4p Mec
,307 Sed. Presence 1.6 Flex 16V 4p
,307 Sed. Presence 2.0 Flex 16V 5p Aut.
,307 Sed.Feline/Griff 2.0/2.0 Flex 4p Aut
,307 Soleil/ Presence 1.6/1.6 Flex 16V 5p
,307 SW 2.0 16V 138cv 5p Mec.
,307 SW 2.0 16V 5p Aut.
,307 SW Allure 2.0 16V 5p Aut.
,307 SW Allure 2.0 16V 5p Mec.
,307 SW Feline 2.0 16V 5p Aut.
,308 Active 1.6 Flex 16V 5p mec.
,308 Allure 1.6 Flex 16V 5p Mec.
,308 Allure 1.6 Turbo Flex 16V 5p Aut.
,308 Allure 2.0 Flex 16V 5p Aut.
,308 Allure 2.0 Flex 16V 5p Mec.
,308 CC 1.6 Turbo 16V 2p Aut.
,308 CC Roland Garros 1.6 Turbo16V 2p Aut
,308 Feline 2.0 Flex 16V 5p Aut.
,308 Feline/Griffe 1.6 Turbo 16V 5p Aut.
,308 Griffe 1.6 Turbo Flex 16V 5p Aut.
,308 QUIKSILVER 1.6 Flex 16V 5p Mec.
,308 Roland Garros 1.6 Turbo 16V 5P
,405 GLi/ GL 1.6
,405 GRi 1.8
,405 Mi 2.0 16V
,405 SRi 1.8
,405 SRi 2.0
,405 SRi Break
,405 STi
,406 Break 2.0 16V
,406 Break 3.0 V6 24V
,406 Break ST 2.0
,406 Cupê 3.0 24V Aut.
,406 Cupê 3.0 24V Mec.
,406 Familiale 2.0 16V Aut.
,406 Familiale 2.0 16V Mec.
,406 Sedan 2.0 Aut.
,406 Sedan 2.0 Mec.
,406 Sedan 3.0 V6 24V
,406 ST 2.0 16V Mec
,406 ST/ SVA 2.0 16V Aut
,406 SV 2.0 16V
,406 SVA 3.0 24V
,406 SVE 3.0 24V
,407 Sed. Allure 2.0 16V 4p Aut.
,407 Sed. Feline 3.0 V6 211cv 4p Aut.
,407 Sed. Griffe 3.0 V6 211cv 4p Aut.
,407 Sedan 2.0 16V 138cv 4p Aut
,407 Sedan 3.0 V6 211cv 4p Aut
,407 SW 2.0 16V 5p Aut
,407 SW 3.0 V6 211cv 5p Aut
,407 SW Allure 2.0 16V 5p Aut.
,407 SW Feline 3.0 V6 211cv 5p Aut.
,408 Sed. Business 1.6 TB Flex 16V 4p Aut
,408 Sedan Allure 2.0 Flex 16V 4p Aut.
,408 Sedan Allure 2.0 Flex 16V 4p Mec.
,408 Sedan Feline 2.0 Flex 16V 4p Aut.
,408 Sedan Griffe 1.6 TB Flex 16V 4p Aut.
,408 Sedan Griffe 1.6 Turbo 16V 4p Aut.
,408 Sedan Griffe 2.0 Flex 16V 4p Aut.
,408 Sedan Limited 2.0 Flex 16V 4p Aut.
,504 GD 2.3 Diesel
,504 GRD 2.3 Diesel
,505 SR/ SRi/ SRX
,508 THP 1.6 Turbo 16V 4p Aut.
,605 SRi 3.0
,605 SRi/ SLi 2.0
,605 SV 3.0 Aut
,605 SV-3 3.0 V6 24V
,607 Sedan 3.0 V6
,806 ST Turbo
,806 SV 2.0 Turbo
,807 2.0 16V 138cv 5p Aut
,Boxer 2.3 Furg.TB Dies. Curto/Médio
,Boxer 2.3 Furg.TB Dies. Méd/ LongoT.Alto
,Boxer 2.3 LH Executive 15/16L TB Diesel
,Boxer 2.3 Minibus 15/16L TB Diesel.
,Boxer 2.5 Diesel
,Boxer 2.8 10Lug. Diesel
,Boxer 2.8 15L/16L Dies./TB Diesel
,Boxer 2.8 Furg. TB Dies. Méd/LongoT.Alto
,Boxer 2.8 Furgão Dies/ TB Dies.curto/méd
,HOGGAR Active 1.4 Flex 8V 2p
,HOGGAR Allure 1.4 Flex 8V 2p
,HOGGAR ESCAPADE 1.6 Flex 16V 2p
,HOGGAR X-Line 1.4 Flex 8V 2p
,HOGGAR XR 1.4 Flex 8V 2p
,Partner VAN 1.6 Flex 16V 5p
,Partner VAN ESCAPADE 1.6 Flex 16V 5p
,Partner Furgão 1.6 16V/ 1.6 16V Flex 3p
,Partner Furgão 1.8 3p
,RCZ 1.6 Turbo16v 2p Aut.
Plymouth,Gran Voyager LE 2.5
,Sundance 2.5
Pontiac,Trans-AM 5.7 V8
,Trans-Sport SE 3.1
Porsche,718 Boxster 2.0 300cv
,718 Boxster S 2.5 350cv
,718 Cayman 2.0 300cv
,718 Cayman S 2.5 350cv
,911 Carrera 4 Cabriolet 3.0 370cv
,911 Carrera 4 coupe 3.0 370cv
,911 Carrera 4 GTS Coupé 3.8 24V (991)
,911 Carrera 4 GTS Targa 3.8 24V (991)
,911 Carrera 4S Cabriolet 3.0 420cv
,911 Carrera 4S Cabriolet-4 3.6/3.8
,911 Carrera 4S Coupe 3.0 420cv
,911 Carrera 4S Coupé-4 3.6/3.8
,911 Carrera Cabriolet 3.0 370cv
,911 Carrera Cabriolet 3.4/ 3.6 Mec
,911 Carrera Cabriolet 3.4/ 3.6 Tiptronic
,911 Carrera Cabriolet-4 3.4 Mec
,911 Carrera Cabriolet-4 3.4 Tiptronic
,911 Carrera Coupé
,911 Carrera Coupe 3.0 370cv
,911 Carrera Coupé Black Edi. 3.6/3.4 24V
,911 Carrera Coupé GTS 3.8 24V 408cv
,911 Carrera Coupé Tiptronic
,911 Carrera Coupé-4 3.4/ 3.6
,911 Carrera Coupé-4 3.4/ 3.6 Tiptronic
,911 Carrera Evo Cabriolet
,911 Carrera Evo Cabriolet-4
,911 Carrera Evo Coupé
,911 Carrera Evo Coupé-4
,911 Carrera GT3 RS
,911 Carrera GT3/ GT2 Street
,911 Carrera GTS Cabriolet 3.8 24V (991)
,911 Carrera GTS Coupé 3.8 24V (991)
,911 Carrera S 50th Coupé 3.8 24V(991)
,911 Carrera S Cabriolet 3.0 420cv
,911 Carrera S Cabriolet 3.8 24V
,911 Carrera S Cabriolet 3.8 24V (991)
,911 Carrera S Coupe 3.0 420cv
,911 Carrera S Coupé 3.8 24V
,911 Carrera S Coupé 3.8 24V (991)
,911 Targa 3.6
,911 Targa 4 3.0 370cv
,911 Targa 4S
,911 Targa 4S 3.0 420cv
,911 Turbo Cabriolet 3.6/3.8
,911 Turbo Coupé 3.6 / 3.8
,911 Turbo S Cabriolet 3.6/3.8 24V
,911 Turbo S Coupé 3.6/3.8 24V
,928 GTS 5.4 32V
,968 Cabriolet 3.0
,968 Coupé 3.0 16V
,Boxster 2.9 255cv
,Boxster 2.7 265cv
,Boxster GTS 3.4 330cv
,Boxster Mec.
,Boxster S
,Boxster S 3.4 310cv
,Boxster S 3.4 315cv
,Boxster S Tiptronic
,Boxster Spyder 3.4 320cv
,Boxster Spyder 3.8 375cv
,Boxster Tiptronic
,Cayenne GTS 3.6 Bi-Turbo 440cv
,Cayenne GTS 4.8 405/420cv
,Cayenne S 3.6 Bi-Turbo 420cv
,Cayenne S 4.5/4.8
,Cayenne S E-Hybrid 3.0 V6 416cv
,Cayenne Turbo 4.5/4.8
,Cayenne Turbo S 4.5/ 4.8 32V
,Cayenne V6 3.2/3.6 24V
,Cayman 2.7/ 2.9
,Cayman GT4 3.8 385cv
,Cayman GTS 3.4 340cv
,Cayman R 3.4 330cv
,Cayman S 3.4
,Macan 2.0 Turbo 237/252cv
,Macan GTS 3.0 Bi-Turbo 360cv
,Macan S 3.0 Bi-Turbo 340cv
,Macan Turbo 3.6 Bi-Turbo 400cv
,Panamera 3.6 V6 300cv/310cv
,Panamera 4S 3.0 440cv
,Panamera 4S 4.8 400cv
,Panamera Edition 3.6 v6 310cv
,Panamera GT-S 4.8
,Panamera S 3.0 Bi-Turbo 420cv
,Panamera S 4.8 400cv
,Panamera Turbo 4.0 550cv
,Panamera Turbo 4.8 500cv/520cv
,Panamera Turbo S 4.8
RAM,2500 LARAMIE 6.7 TDI CD 4x4 Diesel
,2500 LARAMIE TROPIV. 6.7 4x4 Diesel
RELY,LINK 1.3 16V 5p
,PICK-UP Q22B CS 1.0 2p
,PICK-UP Q22D CS 1.0 2p
,PICK-UP Q22E CD 1.0 4p
,VAN Q22 1.0 5p
Renault,19 16S/ RT 16V
,19 RN
,19 RT 1.8/ 1.8i
,19 RT 1.8/ 1.8i Conv.
,21 GTX 2.0
,21 Nevada GTX 2.2
,21 Nevada TXE 2.2
,21 TXE/ TXi 2.2
,CAPTUR Intense 2.0 16V 5p Aut.
,CAPTUR Zen 1.6 16V 5p Mec.
,Clio Auth. /AIR Hi-Flex 1.6 16V 5p
,Clio Authentique 1.0 8V 3p
,Clio Authentique 1.0/1.0 Hi-Power 16V 3p
,Clio Authentique Hi-Flex 1.0 16V 3p
,Clio Authentique Hi-Flex 1.0 16V 5p
,Clio Authentique Hi-Flex 1.6 16V 3p
,Clio Campus Hi-Flex 1.0 16V 3p
,Clio Campus Hi-Flex 1.0 16V 5p
,Clio Dynamique 1.0/ 1.0 Hi-Power 16V 3p
,Clio Dynamique 1.6 16V 110cv 3p
,Clio Dynamique Hi-Flex 1.6 16V 3p
,Clio Expression 1.0 8V 60cv 3p
,Clio Expression 1.0/1.0 Hi-Power 16V 3p
,Clio Expression Hi-Flex 1.0 16V 3p
,Clio Expression Hi-Flex 1.0 16V 5p
,Clio GetUp Hi-Flex 1.0 16V 3p
,Clio GetUp Hi-Flex 1.0 16V 5p
,Clio Hi-Flex 1.0 16V 3p
,Clio Hi-Flex 1.0 16V 5p
,Clio Hi-Flex 1.6 16V 3p
,Clio Hi-Flex/ Expres. Hi-Flex 1.6 16V 5p
,Clio Privilège Hi-Flex 1.0 16V 5p
,Clio Privilège Hi-Flex 1.6 16V 5p
,Clio RL / Yahoo/ Authent. 1.0 8V 5p
,Clio RL 1.6 3p/5p
,Clio RL Alizé/ Authent. 1.6 16V 110cv 5p
,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p
,Clio RN 1.6 3p (importado)
,Clio RN 1.6 5p
,Clio RN/ Expression 1.0 5p
,Clio RN/ Expression 1.6 16V 5p
,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p
,Clio RT 1.6 5p
,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p
,Clio RT/ Privilège 1.6 16V 5p
,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p
,Clio Sed. Alizé 1.6/ 1.6 Hi-Flex 16v 4p
,Clio Sed. Authentique Hi-Flex 1.0 16V 4p
,Clio Sed. Authentique Hi-Flex 1.6 16V 4p
,Clio Sed. Expression Hi-Flex 1.0 16V 4p
,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p
,Clio Sed. Privilège Hi-Flex 1.0 16V 4p
,Clio Sed. Privilège Hi-Flex 1.6 16V 4p
,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p
,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.
,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p
,Clio Sedan Authentique 1.6 16V 110cv 4p
,Clio Sedan Egeus Hi-Flex 1.0 16V 4p
,Clio Sedan Egeus Hi-Flex 1.6 16V 4p
,Clio Sedan RN/ Expression 1.6 16V 4p
,Clio SI 1.6 16V 4p
,Clio Tech Run 1.0 16v 70cv 5p
,DUSTER 1.6 Hi-Flex 16V Mec
,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.
,DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.
,DUSTER Dynamique 1.6 Hi-Flex 16V Mec.
,DUSTER Dynamique 2.0 Hi-Flex 16V Aut.
,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.
,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec
,DUSTER Expression 1.6 Hi-Flex 16V Mec.
,DUSTER OROCH Dyna. 1.6 Hi-Flex 16V Mec
,DUSTER OROCH Dyna. 2.0 Hi-Flex 16V Aut.
,DUSTER OROCH Dyna. 2.0 Hi-Flex 16V Mec.
,DUSTER OROCH Exp. 1.6 Hi-Flex 16V Mec.
,DUSTER OUTDOOR 1.6 Hi-Flex 16V Mec.
,DUSTER TECHROAD 1.6 Hi-Flex 16V Mec.
,DUSTER TECHROAD 2.0 Hi-Flex 16V Aut.
,DUSTER TECHROAD 2.0 Hi-Flex 16V Mec.
,DUSTER TECHROAD 4X4 2.0 16V Mec.
,Express 1.6/ RL 1.6
,FLUENCE Sed. Dyn. Plus 2.0 16V FLEX Aut.
,FLUENCE Sed. Dynamique 2.0 16V FLEX Mec.
,FLUENCE Sedan Dynamique 2.0 16V FLEX Aut
,FLUENCE Sedan Expres. 1.6 16V FLEX Mec.
,FLUENCE Sedan GT Line 2.0 Flex Aut.
,FLUENCE Sedan GT SPORT
,FLUENCE Sedan Privilège 2.0 16V FLEX Aut
,Kangoo Authentique 1.6 16V 95cv
,Kangoo Authentique Hi-Flex 1.6 16V
,Kangoo Expres.SPORTWAY 1.6/1.6 Hi-Flex
,Kangoo Express Hi-Flex 1.6 16V
,Kangoo Express RL/ Express 1.0 16V/ 8V
,Kangoo Express RL/ Express 1.6 16V/ 8V
,Kangoo Expression Hi-Flex 1.6 16V 5p
,Kangoo RL 1.0 8V
,Kangoo RL 1.6 8V
,Kangoo RL/ Yahoo 1.0 16V 70cv
,Kangoo RN 1.0 8V
,Kangoo RN/ Yahoo/ Expression 1.0 16V 5p
,Kangoo RN/Expression 1.6 16V / 1.6 8V 5p
,Kangoo RT 1.0 16V 70cv 5p
,Kangoo RT 1.6 16V/ 8V 90cv 5p
,Laguna Grand Tour Privilège 3.0 V6 210cv
,Laguna Nevada RT/ RXE 2.0s 16V
,Laguna Privilège 3.0 V6 24V 210cv 5p
,Laguna RT 2.0
,Laguna RXE 2.0s 8V/ 16V
,Laguna V6
,LOGAN Authe. S.Especial Flex 1.0 12V 4p
,LOGAN Authentique Hi-Flex 1.0 16V 4p
,LOGAN Authentique Hi-Flex 1.6 8V 4p
,LOGAN Authentique Plus Hi-F. 1.0 16V 4p
,LOGAN Avantage Hi-Flex 1.0 16V 4p
,LOGAN Dyna. EasyR Hi-Flex 1.6 8V Aut.
,LOGAN Dynamique Easy R Flex 1.6 16V 4p
,LOGAN Dynamique Flex 1.6 16V 5p
,LOGAN Dynamique Hi-Flex 1.6 8V 4p
,LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p
,LOGAN Exclusive Hi-Flex 1.6 8V 4p
,LOGAN Expres. EasyR Hi-Flex 1.6 8V Aut.
,LOGAN Expres. P.Avant. Hi-Flex 1.6 8V 4p
,LOGAN Expres. S.Especial Flex 1.0 12V 4p
,LOGAN Expres./Exp. UP Hi-Flex 1.0 16V 4p
,LOGAN Expression Easy R Flex 1.6 16V 4p
,LOGAN Expression Flex 1.6 16V 4p
,LOGAN Expression Hi-Flex 1.6 16V 4p Aut
,LOGAN Expression Hi-Flex 1.6 8V 4p
,LOGAN Privilège Hi-Flex 1.6 16V 4p
,LOGAN Privilège Hi-Flex 1.6 8V 4p
,Master 2.3 dCi Chassi 16V Diesel
,Master 2.3 dCi Executive 16L Longo Dies
,Master 2.3 dCi Extra F.Vitre 16V Diesel
,Master 2.3 dCi Extra Furgão 16V Diesel
,Master 2.3 dCi Furgão 16V Diesel
